composer,composer_dob,opera
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Tito Manlio (1784 Genova)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Osmano (1785 Bergamo)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),"L'impegno, ossia Chi la fa l'aspetta (1786 Roma)"
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Ifigenia in Aulide (1786 Roma)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Fernando nel Messico (1786 Roma)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),La vestale (1786 Mantova)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Alciade e Telesia (1787 Roma)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),I rippieghi fortunati (1787 Roma)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Ariarate (1788/9 Torino)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Caijo Ostilio (1788 Faenza)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Il Corrivo (1788 Napoli)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Scipione (1788 Ferrara)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),I tre fratelli ridicoli (1788 Roma)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),La disfatta di Dario (7.2.1789 Milano S)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Cajo Mario (8.1789 Lodi)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Don Mitrillo contrastato (1791 Venezia)
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),"Medonte, re di Epiro (1791 Roma)"
"Giordani [Giordanello], Giuseppe",(9.12.1743 Napoli - 4.1.1798 Fermo),Atalanta (1792 Torino)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),La comediante fatta cantatrice (12.1.1756 London CG)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"Don Fulminone, or The Lover with Two Mistresses (7.1.1765 Dublin)"
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"The Enchanter, or Love and Magic (17.1.1765 Dublin)"
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),The Maid of the Mill (26.3.1765 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),Love in Disguise (24.4.1766 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),L'eroe cinese (7.5.1766 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),Phyllis at Court (25.2.1767 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),The Elopement (26.12.1767 London DL)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),Il padre e il figlio rivali (6.2.1770 London KT)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),Artaserse (1772 London)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),Il re pastore (30.5.1778 London KT)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"L'omaggio (5.6.1781 London KT) [+ Bianchi, Rauzini]"
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"The Silver Tankard, or The Point at Portsmouth (18.7.1781 London LT) [+ S. Arnold, Lady Craven]"
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),Il bacio (9.4.1782 London KT)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),Gibraltar (18.12.1783 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),The Haunted Castle (18.12.1783 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"The Enchantress, or The Happy Island (31.12.1783 Dublin)"
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),The Happy Disguise (7.1.1784 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),Genius of Ireland (9.2.1784 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),The Dying Indian (11.3.1784 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),Orfeo ed Euridice (14.6.1784 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),The Hypochondriac (4.1.1785 Dublin)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"The Island of Saints, or The Institution of the Shamrock (27.1.1785 Dublin)"
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"Calypso, or Love and Enchantment (4.1785 Dublin)"
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"Perseverance, or The Third Time the Best (12.3.1789 Dublin)"
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"The Distressed Knight, or The Enchanted Lady (12.2.1791 Dublin)"
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"To Arms, or The British Recruit (3.5.1793 London CG) [+ W. Shield, J.A. Stevenson]"
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),The Ward of the Castle (24.10.1793 London CG)
"Giordani, Tommaso",(c.1730 Napoli - 23/24.2.1806 Dublin),"The Cottage Festival, or A Day in Wales (28.11.1796 Dublin)"
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Marina (c.1889; np)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Mala vita (21.2.1892 Roma A)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Regina Diaz (21.2.1894 Roma)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Andrea Chénier (28.3.1896 Milano S)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Il voto (10.11.1897 Milano L) [rev. Mala vita]
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Fedora (17.11.1898 Milano L)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Siberia (19.12.1903 Milano S)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Marcella (9.11.1907 Milano L)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Mese Mariano (17.3.1910 Palermo)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Madame Sans-Gêne (25.1.1915 New York M)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Siberia [rev] (1921; 5.12.1927 Milano S)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Giove a Pompei (5.7.1921 Roma: La Pariola) [+ Franchetti]
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),La cena delle beffe (20.12.1924 Milano S)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),Il re (12.1.1929 Milano S)
"Giordano, Umberto",(28.8.1867 Foggia - 12.11.1948 Milano),La festa del Nilo (inc)
"Giorza, Paolo",(11.11.1832 Milano - 25.5.1914 Seattle),Corrado console di Milano (10.3.1860 Milano S)
"Giorza, Paolo",(11.11.1832 Milano - 25.5.1914 Seattle),+1
"Giraud, François-Joseph",(? - c.1790 Paris?),La Gageure de village (26.5.1756 Paris CF)
"Giraud, François-Joseph",(? - c.1790 Paris?),Acanthe et Cydippe (1764 Paris: T de Nicolet)
"Giró [Jiró], Manuel",(5.9.1848 Lérida - 20.12.1916 Barcelona),Il rinegato Alonso Garcia (1885 Barcelona)
"Giró [Jiró], Manuel",(5.9.1848 Lérida - 20.12.1916 Barcelona),El sombrero de tres picos (1893 Madrid)
"Giroust, François",(10.4.1737 Paris - 28.4.1799 Versailles),Télephe (np)
"Giroust, François",(10.4.1737 Paris - 28.4.1799 Versailles),Rosemonde (1781) [lost]
"Giuliani, Giovanni Francesco",(c.1760 Livorno - > 1818 Firenze),Chi ha più giudizio più ne adoperi (1794 Firenze)
"Giuranna, (Elena) Barbara",(18.11.1902 Palermo - 1998),Jamanto (1941)
"Giuranna, (Elena) Barbara",(18.11.1902 Palermo - 1998),Mayerling (1960 Napoli)
"Giuranna, (Elena) Barbara",(18.11.1902 Palermo - 1998),Osanna (1972)
"Glachant, Antoine-Charles",(19.5.1770 Paris - 9.4.1851 Versailles),Pharamond (1790 Paris DC)
"Glachant, Antoine-Charles",(19.5.1770 Paris - 9.4.1851 Versailles),L'Homme à la minute (1790 Paris DC)
"Glachant, Antoine-Charles",(19.5.1770 Paris - 9.4.1851 Versailles),"Le Mannequin vivant, ou Le Mari en bois (1796 Paris TF)"
"Glachant, Antoine-Charles",(19.5.1770 Paris - 9.4.1851 Versailles),Les Deux dragons (? Arras)
"Glanville-Hicks, Peggy",(29.12.1912 Melbourne - 25.6.1990 Sydney),The Transposed Heads (27.3.1954 Louisville)
"Glanville-Hicks, Peggy",(29.12.1912 Melbourne - 25.6.1990 Sydney),The Glittering Gate (14.5.1959 New York)
"Glanville-Hicks, Peggy",(29.12.1912 Melbourne - 25.6.1990 Sydney),Nausicaa (19.8.1961 Athinai)
"Glanville-Hicks, Peggy",(29.12.1912 Melbourne - 25.6.1990 Sydney),Sappho (1963)
"Glanville-Hicks, Peggy",(29.12.1912 Melbourne - 25.6.1990 Sydney),Beckett (1990)
"Gläser [Glaeser], Franz (Joseph)",(19.4.1798 Horni Jiretin - 29.8.1861 København),Aurora (c.1830 Berlin)
"Gläser [Glaeser], Franz (Joseph)",(19.4.1798 Horni Jiretin - 29.8.1861 København),Die Brautschau auf Kronstein (c.1830 Berlin)
"Gläser [Glaeser], Franz (Joseph)",(19.4.1798 Horni Jiretin - 29.8.1861 København),Andrea (c.1830 Berlin)
"Gläser [Glaeser], Franz (Joseph)",(19.4.1798 Horni Jiretin - 29.8.1861 København),Des Adlers Horst (29.12.1832 Berlin Ks)
"Gläser [Glaeser], Franz (Joseph)",(19.4.1798 Horni Jiretin - 29.8.1861 København),Bryllupet vet Como-søen (29.1.1849 København)
"Gläser [Glaeser], Franz (Joseph)",(19.4.1798 Horni Jiretin - 29.8.1861 København),Nøkken (12.2.1853 København)
"Gläser [Glaeser], Franz (Joseph)",(19.4.1798 Horni Jiretin - 29.8.1861 København),Den forgyldte svane (17.3.1854 København)
"Glaser, Werner Wolf",(14.4.1910 Köln - 29.3.2006 Västerås),Kagekiyo (1961)
"Glaser, Werner Wolf",(14.4.1910 Köln - 29.3.2006 Västerås),Möten (13.12.1970 Västeräs)
"Glaser, Werner Wolf",(14.4.1910 Köln - 29.3.2006 Västerås),En naken kung (6.4.1973 Göteborg)
"Glaser, Werner Wolf",(14.4.1910 Köln - 29.3.2006 Västerås),Cercatori (1972)
"Glaser, Werner Wolf",(14.4.1910 Köln - 29.3.2006 Västerås),The Boy and the Voice (1973)
"Glaser, Werner Wolf",(14.4.1910 Köln - 29.3.2006 Västerås),Freedom Bells (1980)
"Glass, Philip",(31.1.1937 Baltimore),Einstein on the Beach (25.7.1976 Avignon)
"Glass, Philip",(31.1.1937 Baltimore),A Madrigal Opera (6.1980)
"Glass, Philip",(31.1.1937 Baltimore),Satyagraha (5.9.1980 Rotterdam)
"Glass, Philip",(31.1.1937 Baltimore),The Photographer: Far from the Truth (5.1982 Amsterdam)
"Glass, Philip",(31.1.1937 Baltimore),Akhnaton (24.3.1984 Stuttgart)
"Glass, Philip",(31.1.1937 Baltimore),the CIVIL warS: A Tree is Best Measured when it is Down. Act V - Rome Section (3.1984 Roma)
"Glass, Philip",(31.1.1937 Baltimore),"The Juniper Tree (11.12.1985 Cambridge, Mass.) [+ R. Moran]"
"Glass, Philip",(31.1.1937 Baltimore),The Making of the Representative for Planet 8 (8.7.1988 Houston)
"Glass, Philip",(31.1.1937 Baltimore),"The Fall of the House of Usher (18.5.1988 Cambridge, Mass.)"
"Glass, Philip",(31.1.1937 Baltimore),1000 Airplanes on the Roof (5.7.1988 Wien: Flughafn)
"Glass, Philip",(31.1.1937 Baltimore),"Hydrogen Jukebox (29.4.1990 Philadelphia*; 26.5.1990 Charleston, S.C.)"
"Glass, Philip",(31.1.1937 Baltimore),The Voyage (12.10.1992 New York M)
"Glass, Philip",(31.1.1937 Baltimore),"Orphée (14.5.1993 Cambridge, Mass.)"
"Glass, Philip",(31.1.1937 Baltimore),La Belle et la Bête (21.6.1994 Gibellina)
"Glass, Philip",(31.1.1937 Baltimore),Les Enfants Terribles (18.5.1996 Zug)
"Glass, Philip",(31.1.1937 Baltimore),"The Marriages Between Zones Three, Four, and Five (10.5.1997 Heidelberg)"
"Glass, Philip",(31.1.1937 Baltimore),Monsters of Grace (15.4.1998 Los Angeles)
"Glass, Philip",(31.1.1937 Baltimore),White Raven (26.9.1998 Lisboa)
"Glass, Philip",(31.1.1937 Baltimore),Galileo Galilei (24.6.2002 Chicago)
"Gleason, Frederick Grant","(17.12.1848 Middletown, Conn. - 6.12.1903 Chicago)",Otho Visconti (1890; 4.6.1907 Chicago)
"Gleason, Frederick Grant","(17.12.1848 Middletown, Conn. - 6.12.1903 Chicago)",Montezuma (c.1885; np)
"Glebov, Evgeny","(10.9.1929 Roslavl, c. Smolensk)",Our Spring (1963)
"Gleisman, Carl Erik",(1767 - 9.12.1804 Stockholm),"Eremiten (1798) [+ Vogler, Wikmanson et al.]"
"Glier [Glière], Reyngol'd [Reinhold] (Moritsevich)",(11.1.1875 Kiev - 23.6.1956 Moskva),Zemlya i nebo (1900)
"Glier [Glière], Reyngol'd [Reinhold] (Moritsevich)",(11.1.1875 Kiev - 23.6.1956 Moskva),Shakh-Senem (1926 Baku)
"Glier [Glière], Reyngol'd [Reinhold] (Moritsevich)",(11.1.1875 Kiev - 23.6.1956 Moskva),Shakh-Senem [rev] (4.5.1934 Baku)
"Glier [Glière], Reyngol'd [Reinhold] (Moritsevich)",(11.1.1875 Kiev - 23.6.1956 Moskva),Gyul'sara (1937 Moskva)
"Glier [Glière], Reyngol'd [Reinhold] (Moritsevich)",(11.1.1875 Kiev - 23.6.1956 Moskva),Leyli i Medzhnun (18.7.1940 Tashkent)
"Glier [Glière], Reyngol'd [Reinhold] (Moritsevich)",(11.1.1875 Kiev - 23.6.1956 Moskva),Rashel' (1942; 19.4.1947 Moskva)
"Glier [Glière], Reyngol'd [Reinhold] (Moritsevich)",(11.1.1875 Kiev - 23.6.1956 Moskva),Ghulsara (25.12.1949 Tashkent) [+ Sadikpov]
"Glinka, Mikhail (Ivanovich)",(1.6.1804 Novospasskoye c. Smolensk - 15.2.1857 Berlin),Zhizn' za tsarya (9.12.1836 St Peterburg BK) [Ivan Susanin]
"Glinka, Mikhail (Ivanovich)",(1.6.1804 Novospasskoye c. Smolensk - 15.2.1857 Berlin),Ruslan i Lyudmila (9.12.1842 St Peterburg BK)
"Glínski [Hercenstein], Mateusz [Matteo]","(6.4.1892 Warszawa - 3.1.1976 Welland, Ont.)",Orlotko (1927)
"Glodeanu, Liviu","(6.8.1938 Dirja, Romania - 31.3.1978 Bucuresti)",Zamolxe (8.10.1969 Bucuresti*)
"Glösch, Carl Wilhelm",(1732 Berlin - 21.10.1809 Berlin),L'Oracle ou La Fête des vertus et des grâces (1773 Berlin)
"Glover, John William",(19.6.1815 Dublin - 18.12.1899 Dublin),The Deserted Village (1880 London)
"Glover, John William",(19.6.1815 Dublin - 18.12.1899 Dublin),+2
"Glover, William Howard",(6.6.1819 London - 28.10.1875 New York),Aminta (26.1.1852 London)
"Glover, William Howard",(6.6.1819 London - 28.10.1875 New York),Ruy Blas (21.10.1861 London)
"Glover, William Howard",(6.6.1819 London - 28.10.1875 New York),Once Too Often (20.1.1862 London)
"Glover, William Howard",(6.6.1819 London - 28.10.1875 New York),"Palomita, or The Veiled Songstress (1875)"
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Artaserse (26.12.1741 Milano RD)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Demetrio (2.5.1742 Venezia SS) [Cleonice]
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Demofoonte (6.1.1743 Milano RD)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Il Tigrane (26.9.1743 Crema)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",La Sofonisba (13?.1.1744 Milano RD) [Siface]
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Ipermestra (21.11.1744 Venezia SGG)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Poro (26.12.1744 Torino TR)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Ippolito (31.1.1745 Milano RD) [Fedra]
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",La caduta de' giganti (17?.1.1746 OS London H)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Artamene (4.3.1746 OS London H)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Le nozze d'Ercole e d'Ebe (29.6.1747 Pillnitz)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",La Semiramide riconosciuta (14.5.1748 Wien B)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",La contesa de' numi (9.4?.1749 København)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Ezio (carn.1750 Praha)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Issipile (carn.1752 Praha)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",La clemenza di Tito (4.11.1752 Napoli SC)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)","Le cinesi (24.9.1754 Wien, Schlosshof)"
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",La danza (5.5.1755 Laxenburg)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",L'innocenza giustificata (8.12.1755 Wien B)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Antigono (9.2.1756 Roma A)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Il rè pastore (8.12.1756 Wien B)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",La Fausse esclave (8.1.1758 Wien B)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)","L'Île de Merlin, ou Le monde renversé (3.10.1758 Wien S)"
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Le Cythère assiégée (spr.1759 Wien B)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)","Le Diable à quatre, ou La double métamorphose (28.5.1759 Laxenburg)"
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)","L'Arbre enchanté, ou Le tuteur dupé (3.10.1759 Wien S)"
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",L'Ivrogne corrigé (4?.1760 Wien B) [Der bekehrte Trunkenbold]
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)","Tetide (10.10.1760 Wien, Hofburg)"
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Le Cadi dupé (9.12.1761 Wien B) [Der betrogene Kadi]
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Orfeo ed Euridice (5.10.1762 Wien B)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Il trionfo di Clelia (14.5.1763 Bologna)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Ezio [rev] (26.12.1763 Wien B)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)","La Rencontre imprévue (7.1.1764 Wien B) [Die unvermuthete Zusammenkunft, Les pèlerins de la Mecque]"
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Il parnasso confuso (24.1.1765 Wien S)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)","Il Telemaco, ossia L'isola di Circe (30.1.1765 Wien B)"
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",La corona (1765 np)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Il prologo (22.2.1767 Firenze P)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Alceste (26?.12.1767 Wien B)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",La vestale (sum.1768 Wien B) [rev. L'innocenza giustificata]
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Le feste d'Apollo (24.8.1769 Parma)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Paride ed Elena (3.11.1770 Wien B)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Iphigénie en Aulide (19.4.1774 Paris O)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Orphée et Euridice (2.8.1774 Paris O) [rev. Orfeo ed Euridice]
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Le Cythère assiégée [rev] (1.8.1775 Paris O)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Alceste [rev] (23.4.1776 Paris O)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Armide (23.9.1777 Paris O)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Iphigénie en Tauride (18?.5.1779 Paris O)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Echo et Narcisse (24.9.1779 Paris O)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Echo et Narcisse [rev] (8.8.1780 Paris O)
"Gluck, Christoph Willibald",", Ritter von (2.7.1714 Erasbach, Oberpfalz - 15.11.1787 Wien)",Iphigenie auf Tauris (23.10.1781 Wien B) [rev. Iphigénie en Tauride]
"Gnecchi, Vittorio",(17.7.1876 Milano - 1.2.1954 Milano),Virtù d'amore (1896 Como)
"Gnecchi, Vittorio",(17.7.1876 Milano - 1.2.1954 Milano),Cassandra (5.12.1905 Bologna)
"Gnecchi, Vittorio",(17.7.1876 Milano - 1.2.1954 Milano),La rosiera (12.2.1927 Gera)
"Gnecchi, Vittorio",(17.7.1876 Milano - 1.2.1954 Milano),Giuditta (1953 Salzburg)
"Gnecco, Francesco",(c.1769 Genova - 1810/11 Milano/Torino),"Auretta e Masiello, ossia Il contrattempo (1792 Genova)"
"Gnecco, Francesco",(c.1769 Genova - 1810/11 Milano/Torino),Lo sposo di tre e marito di nessuna (?3.1793 Milano S)
"Gnecco, Francesco",(c.1769 Genova - 1810/11 Milano/Torino),"Il nuovo podestà, ossia Le nozze di Lauretta (1802 Bologna)"
"Gnecco, Francesco",(c.1769 Genova - 1810/11 Milano/Torino),La prima prova dell'opera Gli Orazi e Curiazi (1803 Venezia)
"Gnecco, Francesco",(c.1769 Genova - 1810/11 Milano/Torino),Carolina e Filandro (1804 Roma)
"Gnecco, Francesco",(c.1769 Genova - 1810/11 Milano/Torino),La prova d'un opera seria (16.8.1805 Milano S) [rev. La prima prova]
"Gnecco, Francesco",(c.1769 Genova - 1810/11 Milano/Torino),Gli ultimi due giorni di carnevale (7.4.1806 Milano S)
"Gnecco, Francesco",(c.1769 Genova - 1810/11 Milano/Torino),I falsi galantuomini (18.8.1809 Milano S)
"Gnecco, Francesco",(c.1769 Genova - 1810/11 Milano/Torino),+18
"Gnesin, Mikhail (Fabianovich)",(2.2.1882 Rostov-na-Donu - 5.5.1957 Moskva),Yunost' Avraama (1923)
