name,year_of_birth,year_of_death,place_of_birth,gender,other_names,ddd,ddd,last_name,first_name,,
Lindpaintner,1791,1856,Germany,Male,Lindpaintner Peter Joseph von,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Lindpaintner', 1791, 1856, 'Germany', 'Male', 'Lindpaintner Peter Joseph von')",#VALUE!,Lindpaintner,Peter Joseph von,,"Lindpaintner, Peter Joseph von"
Linkola,1955,,Finland,Male,Linkola,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Linkola', 1955, 'Finland', 'Male', 'Linkola')",#VALUE!,Linkola,,,"Linkola, "
Listov,1900,1983,Russian Federation,Male,Listov,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Listov', 1900, 1983, 'Russian Federation', 'Male', 'Listov')",#VALUE!,Listov,,,"Listov, "
Little,1978,,United States of America,Male,Little,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Little', 1978, 'United States of America', 'Male', 'Little')",#VALUE!,Little,,,"Little, "
Lleo,1870,1922,Spain,Male,Lleo,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Lleo', 1870, 1922, 'Spain', 'Male', 'Lleo')",#VALUE!,Lleo,,,"Lleo, "
Lliteres Antonio,1673,1747,Spain,Male,Lliteres Antonio,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Lliteres Antonio', 1673, 1747, 'Spain', 'Male', 'Lliteres Antonio')",#VALUE!,Lliteres,Antonio,,"Lliteres, Antonio"
Llorca,1962,,Spain,Male,Llorca,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Llorca', 1962, 'Spain', 'Male', 'Llorca')",#VALUE!,Llorca,,,"Llorca, "
Lorenz,1837,1923,Germany,Male,Lorenz Alfred ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Lorenz', 1837, 1923, 'Germany', 'Male', 'Lorenz Alfred ')",#VALUE!,Lorenz,Alfred,,"Lorenz, Alfred"
Lortzing,1801,1851,Germany,Male,Lortzing ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Lortzing', 1801, 1851, 'Germany', 'Male', 'Lortzing ')",#VALUE!,Lortzing,,,"Lortzing, "
Loschel,1963,,Austria,Male,Loschel,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Loschel', 1963, 'Austria', 'Male', 'Loschel')",#VALUE!,Loschel,,,"Loschel, "
Lubchenko Anton,1985,,Russian Federation,Male,Lubchenko Anton,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Lubchenko Anton', 1985, 'Russian Federation', 'Male', 'Lubchenko Anton')",#VALUE!,Lubchenko,Anton,,"Lubchenko, Anton"
Lully,1632,1687,France,Male,Lully Jean-Baptiste,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Lully', 1632, 1687, 'France', 'Male', 'Lully Jean-Baptiste')",#VALUE!,Lully,Jean-Baptiste,,"Lully, Jean-Baptiste"
Lund,1965,,Germany,Male,Lund,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Lund', 1965, 'Germany', 'Male', 'Lund')",#VALUE!,Lund,,,"Lund, "
Lusens,1959,,Latvia,Male,Lusens,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Lusens', 1959, 'Latvia', 'Male', 'Lusens')",#VALUE!,Lusens,,,"Lusens, "
Luvsansharav Dagvyn,1927,2014,Mongolia,Male,Luvsansharav Dagvyn,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Luvsansharav Dagvyn', 1927, 2014, 'Mongolia', 'Male', 'Luvsansharav Dagvyn')",#VALUE!,Luvsansharav,Dagvyn,,"Luvsansharav, Dagvyn"
Lyadova Lyudmila,1925,,Russian Federation,Female,Lyadova Lyudmila,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Lyadova Lyudmila', 1925, 'Russian Federation', 'Female', 'Lyadova Lyudmila')",#VALUE!,Lyadova,Lyudmila,,"Lyadova, Lyudmila"
Lyons,1975,,United States of America,Female,Lyons,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Lyons', 1975, 'United States of America', 'Female', 'Lyons')",#VALUE!,Lyons,,,"Lyons, "
Lysenko,1842,1912,Ukraine,Male,Lysenko,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Lysenko', 1842, 1912, 'Ukraine', 'Male', 'Lysenko')",#VALUE!,Lysenko,,,"Lysenko, "
Mabarak,1916,1994,Mexico,Male,Mabarak,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mabarak', 1916, 1994, 'Mexico', 'Male', 'Mabarak')",#VALUE!,Mabarak,,,"Mabarak, "
Machover,1953,,United States of America,Male,Machover Tod,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Machover', 1953, 'United States of America', 'Male', 'Machover Tod')",#VALUE!,Machover,Tod,,"Machover, Tod"
Machuel,1962,,France,Male,Machuel,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Machuel', 1962, 'France', 'Male', 'Machuel')",#VALUE!,Machuel,,,"Machuel, "
MacMillan,1959,,United Kingdom,Male,MacMillan0,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('MacMillan', 1959, 'United Kingdom', 'Male', 'MacMillan0')",#VALUE!,MacMillan0,,,"MacMillan0, "
MacRae,1976,,United Kingdom,Male,MacRae,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('MacRae', 1976, 'United Kingdom', 'Male', 'MacRae')",#VALUE!,MacRae,,,"MacRae, "
Maderna,1920,1973,Italy,Male,Maderna Bruno,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Maderna', 1920, 1973, 'Italy', 'Male', 'Maderna Bruno')",#VALUE!,Maderna,Bruno,,"Maderna, Bruno"
Madetoja,1887,1947,Finland,Male,Madetoja Leevi ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Madetoja', 1887, 1947, 'Finland', 'Male', 'Madetoja Leevi ')",#VALUE!,Madetoja,Leevi,,"Madetoja, Leevi"
Magnard,1865,1914,France,Male,Magnard ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Magnard', 1865, 1914, 'France', 'Male', 'Magnard ')",#VALUE!,Magnard,,,"Magnard, "
Mahmoud,1965,,Egypt,Male,Mahmoud,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Mahmoud', 1965, 'Egypt', 'Male', 'Mahmoud')",#VALUE!,Mahmoud,,,"Mahmoud, "
Mahomayev,1885,1937,Azerbaijan,Male,Mahomayev,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mahomayev', 1885, 1937, 'Azerbaijan', 'Male', 'Mahomayev')",#VALUE!,Mahomayev,,,"Mahomayev, "
Malo,1977,,Portugal,Male,Malo,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Malo', 1977, 'Portugal', 'Male', 'Malo')",#VALUE!,Malo,,,"Malo, "
Mancuso,1970,,Italy,Male,Mancuso,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Mancuso', 1970, 'Italy', 'Male', 'Mancuso')",#VALUE!,Mancuso,,,"Mancuso, "
Mangold,1813,1889,Germany,Male,Mangold Carl ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mangold', 1813, 1889, 'Germany', 'Male', 'Mangold Carl ')",#VALUE!,Mangold,Carl,,"Mangold, Carl"
Manotskov,1972,,Russian Federation,Male,Manotskov,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Manotskov', 1972, 'Russian Federation', 'Male', 'Manotskov')",#VALUE!,Manotskov,,,"Manotskov, "
Marais,1656,1728,France,Male,Marais Marin,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Marais', 1656, 1728, 'France', 'Male', 'Marais Marin')",#VALUE!,Marais,Marin,,"Marais, Marin"
Marcello,1686,1739,Italy,Male,Marcello Benedetto,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Marcello', 1686, 1739, 'Italy', 'Male', 'Marcello Benedetto')",#VALUE!,Marcello,Benedetto,,"Marcello, Benedetto"
March Kevin,,,Australia,Male,March Kevin,"insert into composers (name, place_of_birth, gender, other_names) values ('March Kevin', 'Australia', 'Male', 'March Kevin')",#VALUE!,March,Kevin,,"March, Kevin"
Marco,1942,,Spain,Male,Marco,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Marco', 1942, 'Spain', 'Male', 'Marco')",#VALUE!,Marco,,,"Marco, "
Mariani,1634,1697,Italy,Male,Mariani,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mariani', 1634, 1697, 'Italy', 'Male', 'Mariani')",#VALUE!,Mariani,,,"Mariani, "
Marinelli,1754,1820,Italy,Male,Marinelli Gaetano,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Marinelli', 1754, 1820, 'Italy', 'Male', 'Marinelli Gaetano')",#VALUE!,Marinelli,Gaetano,,"Marinelli, Gaetano"
Mariotte,1875,1944,France,Male,Mariotte Antoine,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mariotte', 1875, 1944, 'France', 'Male', 'Mariotte Antoine')",#VALUE!,Mariotte,Antoine,,"Mariotte, Antoine"
Markwick Steven,,,United Kingdom,Male,Markwick Steven,"insert into composers (name, place_of_birth, gender, other_names) values ('Markwick Steven', 'United Kingdom', 'Male', 'Markwick Steven')",#VALUE!,Markwick,Steven,,"Markwick, Steven"
Marsalis,1961,,United States of America,Male,Marsalis,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Marsalis', 1961, 'United States of America', 'Male', 'Marsalis')",#VALUE!,Marsalis,,,"Marsalis, "
Marschner,1795,1861,Germany,Male,Marschner Heinrich August,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Marschner', 1795, 1861, 'Germany', 'Male', 'Marschner Heinrich August')",#VALUE!,Marschner,Heinrich,August,"Marschner, Heinrich August"
Marthinsen,1963,,Denmark,Male,Marthinsen,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Marthinsen', 1963, 'Denmark', 'Male', 'Marthinsen')",#VALUE!,Marthinsen,,,"Marthinsen, "
Martin y Soler,1754,1806,Italy,Male,Martin y Soler Frank,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Martin y Soler', 1754, 1806, 'Italy', 'Male', 'Martin y Soler Frank')",#VALUE!,Martin y Soler,Frank,,"Martin y Soler, Frank"
Martinez Valls Rafael,1895,1946,Spain,Male,Martinez Valls Rafael Odaline de la,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Martinez Valls Rafael', 1895, 1946, 'Spain', 'Male', 'Martinez Valls Rafael Odaline de la')",#VALUE!,Martinez Valls,Rafael Odaline de la,,"Martinez Valls, Rafael Odaline de la"
MartinezG,1983,,Venezuela (Bolivarian Republic),Male,MartinezG,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('MartinezG', 1983, 'Venezuela (Bolivarian Republic)', 'Male', 'MartinezG')",#VALUE!,MartinezG,,,"MartinezG, "
MartinezJ,1941,,Mexico,Male,MartinezJ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('MartinezJ', 1941, 'Mexico', 'Male', 'MartinezJ')",#VALUE!,MartinezJ,,,"MartinezJ, "
MartinF,1890,1974,Switzerland,Male,MartinF,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('MartinF', 1890, 1974, 'Switzerland', 'Male', 'MartinF')",#VALUE!,MartinF,,,"MartinF, "
MartiniG,1706,1784,Italy,Male,MartiniG,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('MartiniG', 1706, 1784, 'Italy', 'Male', 'MartiniG')",#VALUE!,MartiniG,,,"MartiniG, "
MartinJ,1959,,United States of America,Male,MartinJ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('MartinJ', 1959, 'United States of America', 'Male', 'MartinJ')",#VALUE!,MartinJ,,,"MartinJ, "
Martinu,1890,1959,Czech Republic,Male,Martinu Bohuslav ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Martinu', 1890, 1959, 'Czech Republic', 'Male', 'Martinu Bohuslav ')",#VALUE!,Martinu,Bohuslav,,"Martinu, Bohuslav"
Martynov,1946,,Russian Federation,Male,Martynov,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Martynov', 1946, 'Russian Federation', 'Male', 'Martynov')",#VALUE!,Martynov,,,"Martynov, "
Marzocchi,1971,,Italy,Male,Marzocchi,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Marzocchi', 1971, 'Italy', 'Male', 'Marzocchi')",#VALUE!,Marzocchi,,,"Marzocchi, "
Masanetz,1979,,Germany,Male,Masanetz Guido,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Masanetz', 1979, 'Germany', 'Male', 'Masanetz Guido')",#VALUE!,Masanetz,Guido,,"Masanetz, Guido"
Mascagni,1863,1945,Italy,Male,Mascagni Pietro,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mascagni', 1863, 1945, 'Italy', 'Male', 'Mascagni Pietro')",#VALUE!,Mascagni,Pietro,,"Mascagni, Pietro"
Mashayekhi,1958,,"Iran, Islamic Republic of",Male,Mashayekhi,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Mashayekhi', 1958, 'Iran, Islamic Republic of', 'Male', 'Mashayekhi')",#VALUE!,Mashayekhi,,,"Mashayekhi, "
Maskats,1957,,Latvia,Male,Maskats,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Maskats', 1957, 'Latvia', 'Male', 'Maskats')",#VALUE!,Maskats,,,"Maskats, "
Masse,1822,1884,France,Male,Masse,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Masse', 1822, 1884, 'France', 'Male', 'Masse')",#VALUE!,Masse,,,"Masse, "
Massenet,1842,1912,France,Male,Massenet Jules-Émile-Frédéric,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Massenet', 1842, 1912, 'France', 'Male', 'Massenet Jules-Émile-Frédéric')",#VALUE!,Massenet,Jules-Émile-Frédéric,,"Massenet, Jules-Émile-Frédéric"
Mastoras,1893,1943,Greece,Male,Mastoras,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mastoras', 1893, 1943, 'Greece', 'Male', 'Mastoras')",#VALUE!,Mastoras,,,"Mastoras, "
Matabuena,1940,,Spain,Male,Matabuena,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Matabuena', 1940, 'Spain', 'Male', 'Matabuena')",#VALUE!,Matabuena,,,"Matabuena, "
Matalon Martin,1958,,Argentina,Male,Matalon Martin,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Matalon Martin', 1958, 'Argentina', 'Male', 'Matalon Martin')",#VALUE!,Matalon,Martin,,"Matalon, Martin"
Mateja Radoslaw,1991,,Poland,Male,Mateja Radoslaw,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Mateja Radoslaw', 1991, 'Poland', 'Male', 'Mateja Radoslaw')",#VALUE!,Mateja,Radoslaw,,"Mateja, Radoslaw"
Matesic,1969,,Italy,Male,Matesic,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Matesic', 1969, 'Italy', 'Male', 'Matesic')",#VALUE!,Matesic,,,"Matesic, "
Matsumura,1929,2007,Japan,Male,Matsumura,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Matsumura', 1929, 2007, 'Japan', 'Male', 'Matsumura')",#VALUE!,Matsumura,,,"Matsumura, "
Matthus,1934,,Germany,Male,Matthus Siegfried,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Matthus', 1934, 'Germany', 'Male', 'Matthus Siegfried')",#VALUE!,Matthus,Siegfried,,"Matthus, Siegfried"
Matyassy,1974,,Hungary,Male,Matyassy,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Matyassy', 1974, 'Hungary', 'Male', 'Matyassy')",#VALUE!,Matyassy,,,"Matyassy, "
Mayboroda,1913,1992,Ukraine,Male,Mayboroda,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mayboroda', 1913, 1992, 'Ukraine', 'Male', 'Mayboroda')",#VALUE!,Mayboroda,,,"Mayboroda, "
Mayer William,1925,,United States of America,Male,Mayer William Joseph Anton,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Mayer William', 1925, 'United States of America', 'Male', 'Mayer William Joseph Anton')",#VALUE!,Mayer,William Joseph Anton,,"Mayer, William Joseph Anton"
Mayr,1763,1845,Germany,Male,Mayr,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mayr', 1763, 1845, 'Germany', 'Male', 'Mayr')",#VALUE!,Mayr,,,"Mayr, "
Mayuzumi,1929,1997,Japan,Male,Mayuzumi Toshiro,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mayuzumi', 1929, 1997, 'Japan', 'Male', 'Mayuzumi Toshiro')",#VALUE!,Mayuzumi,Toshiro,,"Mayuzumi, Toshiro"
Mazzoli,1980,,United States of America,Female,Mazzoli,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Mazzoli', 1980, 'United States of America', 'Female', 'Mazzoli')",#VALUE!,Mazzoli,,,"Mazzoli, "
McRoberts,1977,,Australia,Male,McRoberts,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('McRoberts', 1977, 'Australia', 'Male', 'McRoberts')",#VALUE!,McRoberts,,,"McRoberts, "
Meale,1932,2009,Australia,Male,Meale Richard ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Meale', 1932, 2009, 'Australia', 'Male', 'Meale Richard ')",#VALUE!,Meale,Richard,,"Meale, Richard"
Mechem Kirke,1925,,United States of America,Male,Mechem Kirke Kirke ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Mechem Kirke', 1925, 'United States of America', 'Male', 'Mechem Kirke Kirke ')",#VALUE!,Mechem,Kirke,Kirke,"Mechem, Kirke Kirke"
Medek,1956,,Czech Republic,Male,Medek Tilo,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Medek', 1956, 'Czech Republic', 'Male', 'Medek Tilo')",#VALUE!,Medek,Tilo,,"Medek, Tilo"
Mehul,1763,1817,France,Male,Mehul,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Mehul', 1763, 1817, 'France', 'Male', 'Mehul')",#VALUE!,Mehul,,,"Mehul, "
Meitus,1903,1997,Ukraine,Male,Meitus,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Meitus', 1903, 1997, 'Ukraine', 'Male', 'Meitus')",#VALUE!,Meitus,,,"Meitus, "
