,composer,year_birth,year_death,place_birth,place_death,clean_name,c_birth
13701,"Kunc, Jan",1883.0,1976.0,doubravice,brno,"Kunc, Jan",Czechia
13702,"Künnecke, Eduard",1885.0,1953.0,emmerich,berlin,"Künnecke, Eduard",Germany
13718,"Kuntze, Karl",1817.0,1883.0,trier,delitzsch,"Kuntze, Karl",Germany
13719,"Kunz, Alfred",1929.0,1929.0,neudorf,neudorf,"Kunz, Alfred",Romania
13720,"Kunz, Ernst",1891.0,1980.0,berne,olten,"Kunz, Ernst",Switzerland
13725,"Kunz, Thomas Anton",1756.0,1830.0,praha,praha,"Kunz, Thomas Anton",Czechia
13728,"Kunzen, Friedrich Ludwig Aemilius",1761.0,1817.0,lübeck,københavn,"Kunzen, Friedrich Ludwig Aemilius",Germany
13746,"Kunzen, Johann Paul",1696.0,1757.0,leisnig,lübeck,"Kunzen, Johann Paul",Germany
13750,"Kupferman, Meyer",1926.0,2003.0,new,rhinebeck,"Kupferman, Meyer",USA
13759,"Kupka, Karel",1927.0,1927.0,rychvald,rychvald,"Kupka, Karel",Czechia
13763,"Kurka, Robert (Frank)",1921.0,1957.0,cicero,new,"Kurka, Robert",USA
13764,"Kurpinski, Karol (Kazimierz)",1785.0,1857.0,wloszakowice,warszawa,"Kurpinski, Karol",Poland
13776,"Kurzbach, Paul",1902.0,1902.0,hohndorf,hohndorf,"Kurzbach, Paul",Germany
13779,"Kürzinger, Paul Ignaz",1750.0,1820.0,mergentheim,wien,"Kürzinger, Paul Ignaz",Germany
13784,"Kusser [Cousser], Johann Sigismund [Jean Sigismond]",1660.0,1727.0,bratislava,dublin,"Kusser, Johann Sigismund",Slovakia
13799,"Kutavicius, Bronislovas",1932.0,1932.0,molainiai,molainiai,"Kutavicius, Bronislovas",Lithuania
13801,"Kuusisto, Ilkka Taneli",1933.0,1933.0,helsinki,helsinki,"Kuusisto, Ilkka Taneli",Finland
13806,"Kvam, Oddvar S(chirmer)",1927.0,1927.0,oslo,oslo,"Kvam, Oddvar S",Norway
13808,"Kvapil, Jaroslav",1892.0,1958.0,frysták,brno,"Kvapil, Jaroslav",Czechia
13810,"Labarre [Berry], Théodore(-François-Joseph)",1805.0,1870.0,paris,paris,"Labarre, Théodore",France
13813,"Labey, Marcel",1875.0,1968.0,le,nancy,"Labey, Marcel",USA
13814,"La Borde [Laborde], Jean-Benjamin(-François) de",1734.0,1794.0,paris,paris,"La Borde, Jean-Benjamin de",France
13843,"Labroca, Mario",1896.0,1973.0,roma,roma,"Labroca, Mario",Italy
13845,"Laccetti, Guido",1879.0,1943.0,napoli,cava,"Laccetti, Guido",USA
13850,"Lacépède, Bernard Germain Etienne Médard de la Ville-sur-Illon,",1756.0,1825.0,comte,epinay,"Lacépède, Bernard Germain Etienne Médard de la Ville-sur-Illon,",France
13855,"Lachner, Franz Paul",1803.0,1890.0,rain,münchen,"Lachner, Franz Paul",USA
13859,"Lachner, Ignaz",1807.0,1895.0,rain,hannover,"Lachner, Ignaz",USA
13868,"Lachnith [Lachnitt], Ludwig Wenzel [Louis-Wenceslas]",1746.0,1820.0,praha,paris,"Lachnith, Ludwig Wenzel",Czechia
13872,"Lacombe [Trouillon-Lacombe], Louis (Trouillon)",1818.0,1884.0,bourges,saint,"Lacombe, Louis",France
13878,"Lacome [Lacôme d'Estalenx], Paul(-Jean-Jacques)",1838.0,1920.0,le,le,"Lacome, Paul",Canada
13882,"Lacoste, Louis de",1675.0,1755.0,,,"Lacoste, Louis de",Thailand
13890,"Laderman, Ezra",1924.0,1924.0,brooklyn,brooklyn,"Laderman, Ezra",USA
13899,"Ladmirault, Paul(-Émile)",1877.0,1944.0,nantes,kerbili,"Ladmirault, Paul",France
13902,"Ladurner, Ignace Antoine (François Xavier) [Ignaz Anton Franz Xaver Joseph]",1766.0,1839.0,aldein,villain,"Ladurner, Ignace Antoine",Italy
13904,"La Fage, (Juste-)Adrien(-Lenoir) de",1801.0,1862.0,paris,charenton,"La Fage, Adrien de",France
13905,"La Garde [Lagarde, Garde], Pierre de",1717.0,1792.0,crécy,,"La Garde, Pierre de",France
13909,"Lagidze, Revaz Il'yich",1921.0,1921.0,bagdadi,bagdadi,"Lagidze, Revaz Ilyich",
13910,"Lagoanère, Oscar de",1853.0,1918.0,bordeaux,paris,"Lagoanère, Oscar de",France
13915,"La Guerre, Élisabeth Jacquet de",1659.0,1729.0,paris,paris,"La Guerre, Élisabeth Jacquet de",France
13916,"La Guerre, Michel de",1605.0,1679.0,paris,paris,"La Guerre, Michel de",France
13917,"La Houssaye [Housset], Pierre(-Nicolas)",1735.0,1818.0,paris,paris,"La Houssaye, Pierre",France
13918,"Lajarte, Théodore (Édouard Dufaure de)",1826.0,1890.0,bordeaux,paris,"Lajarte, Théodore",France
13921,"Lajtha, László",1892.0,1892.0,budapest,budapest,"Lajtha, László",Hungary
13922,"Laks, Szymon [Simon]",1901.0,1983.0,warszawa,paris,"Laks, Szymon",Poland
13923,"Lalande [La Lande, de La Lande, Delalande], Michel-Richard de",1657.0,1726.0,paris,versailles,"Lalande, Michel-Richard de",France
13927,"Laliberté, (Joseph François) Alfred",1882.0,1952.0,st,montréal,"Laliberté, Alfred",USA
13928,"Lalo, Édouard(-Victoire-Antoine)",1823.0,1892.0,lille,paris,"Lalo, Édouard",France
13932,"Lambert, Juan Bautista",1884.0,1945.0,barcelona,barcelona,"Lambert, Juan Bautista",Spain
13933,"Lambert, Lucien",1858.0,1945.0,paris,paris,"Lambert, Lucien",France
13940,"La Montaine, John",1920.0,1920.0,oak,oak,"La Montaine, John",USA
13944,"Lamote de Grignon, Juan",1872.0,1949.0,barcelona,barcelona,"Lamote de Grignon, Juan",Spain
13945,"Lamote de Grignon y Ribas, Ricardo",1899.0,1962.0,barcelona,barcelona,"Lamote de Grignon y Ribas, Ricardo",Spain
13947,"Lampe, Johann Friedrich",1744.0,,wolfenbüttel,,"Lampe, Johann Friedrich",Germany
13948,"Lampe, John Frederick",1703.0,1751.0,sachsen,edinburgh,"Lampe, John Frederick",Germany
13958,"Lampugnani, Giovanni Battista",1706.0,1786.0,milano,aut,"Lampugnani, Giovanni Battista",Italy
14004,"Lancen, Serge Jean Mathieu",1922.0,1922.0,paris,paris,"Lancen, Serge Jean Mathieu",France
14005,"Lanciani, Flavio Carlo",1655.0,1724.0,roma,roma,"Lanciani, Flavio Carlo",Italy
14009,"Landau, Siegfried",1921.0,1921.0,berlin,berlin,"Landau, Siegfried",Germany
14010,"Landi, Stefano",1586.0,1639.0,roma,roma,"Landi, Stefano",Italy
14012,"Landini, Benedetto",1858.0,1938.0,calenzano,firenze,"Landini, Benedetto",Italy
14013,"Landowski, Marcel (François Paul)",1915.0,1999.0,prêt,paris,"Landowski, Marcel",USA
14021,"Landré, Guillaume (Louis Frédéric)",1905.0,1968.0,den,amsterdam,"Landré, Guillaume",USA
14024,"Landré, Willem [Guillaume] (Louis Frédéric)",1874.0,1948.0,amsterdam,eindhoven,"Landré, Willem",Netherlands
14026,"Lang, David",1957.0,1957.0,los,los,"Lang, David",USA
14027,"Lang, Hans",1908.0,1992.0,wien,wien,"Lang, Hans",Austria
14029,"Láng, István",1933.0,1933.0,budapest,budapest,"Láng, István",Hungary
14034,"Lang, Walter",1896.0,1966.0,basel,baden,"Lang, Walter",Switzerland
14035,"Lange, Daniel de",1841.0,1918.0,rotterdam,point,"Lange, Daniel de",Netherlands
14036,"Lange-Müller, Peter Erasmus",1850.0,1926.0,frederiksberg,københavn,"Lange-Müller, Peter Erasmus",Denmark
14040,"Langert, Johann August Adolf",1836.0,1920.0,coburg,coburg,"Langert, Johann August Adolf",Germany
14047,"Langgard, Rued [Rud] (Immanuel)",1893.0,1952.0,københavn,ribe,"Langgard, Rued",Denmark
14048,"Langlé, Honoré (François Marie)",1741.0,1807.0,monaco,villiers,"Langlé, Honoré",Monaco
14057,"Lanier, Nicholas",1588.0,1666.0,london,london,"Lanier, Nicholas",UK
14062,"Lanza, Francesco Giuseppe",1750.0,1812.0,napoli,napoli,"Lanza, Francesco Giuseppe",USA
14064,"Lanza, Gesualdo",1779.0,1859.0,napoli,london,"Lanza, Gesualdo",USA
14066,"Laparra, Raoul",1876.0,1943.0,bordeaux,suresnes,"Laparra, Raoul",France
14072,"Lapis, Santo",,,,,"Lapis, Santo",Thailand
14076,"La Prade, Ernest",1889.0,1969.0,memphis,sherman,"La Prade, Ernest",USA
14077,"Laquai, Reinhold",1894.0,1957.0,zürich,oberrieden,"Laquai, Reinhold",Switzerland
14079,"La Rosa Parodi, Armando",1904.0,1977.0,genova,roma,"La Rosa Parodi, Armando",Italy
14081,"La Rotella, Pasquale",1880.0,1963.0,bitonto,bari,"La Rotella, Pasquale",Italy
14086,"L'Arronge, Adolf",1838.0,1908.0,hamburg,berlin,"LArronge, Adolf",Germany
14091,"Larsen, Libby [Elizabeth Brown]",1950.0,1950.0,wilmington,wilmington,"Larsen, Libby",USA
14096,"Larsson, Lars-Erik (Vilner)",1908.0,1986.0,åkarp,hälsingborg,"Larsson, Lars-Erik",Sweden
14098,"Laruette [La Ruette], Jean-Louis",1731.0,1792.0,paris,paris,"Laruette, Jean-Louis",France
14111,"Lasceux, Guillaume",1740.0,1831.0,poissy,paris,"Lasceux, Guillaume",France
14113,"Laserna, Blas de",1751.0,1816.0,corella,madrid,"Laserna, Blas de",Spain
14116,"Láska, Gustav",1847.0,1928.0,praha,schwerin,"Láska, Gustav",Czechia
14117,"Lassen, Eduard",1830.0,1904.0,københavn,weimar,"Lassen, Eduard",Denmark
14120,"Lasser, Johann Baptist",1751.0,1805.0,steinkirchen,münchen,"Lasser, Johann Baptist",Germany
14129,"Latham, William P(eters)",1917.0,1917.0,shreveport,shreveport,"Latham, William P",USA
14130,"Latilla, Gaetano",1711.0,1788.0,bari,napoli,"Latilla, Gaetano",Italy
14179,"La Tombelle, (Antoine Louis Joseph Gueyrand) Fernand (Fouant) de",1854.0,1928.0,paris,château,"La Tombelle, Fernand de",France
14181,"Lattuada, Felice",1882.0,1962.0,caselle,milano,"Lattuada, Felice",USA
14187,"Lauber, Joseph",1864.0,1952.0,ruswil,génève,"Lauber, Joseph",Switzerland
14188,"Launis [Lindberg], Armas (Emanuel)",1884.0,1959.0,hämeenlinna,nice,"Launis, Armas",Finland
14198,"Laurens, Edmond",1852.0,1925.0,bergerac,paris,"Laurens, Edmond",USA
14200,"Laurenti, Pietro Paolo",1675.0,1719.0,bologna,bologna,"Laurenti, Pietro Paolo",Italy
14206,"Laurenti, Saverio",,,,,"Laurenti, Saverio",Thailand
14207,"Laurenzi [Laurenti, Lorenzo], Filiberto [Filibertus de Laurentius]",1620.0,1685.0,bertinoro,,"Laurenzi, Filiberto",Italy
14209,"Lavagne, André",1913.0,1913.0,paris,paris,"Lavagne, André",France
14211,"Lavagnino, Angelo Francesco",1909.0,1987.0,genova,gavi,"Lavagnino, Angelo Francesco",Italy
14212,"Lavallée, Calixa",1842.0,1891.0,ste,boston,"Lavallée, Calixa",
14215,"Lavenu, Louis Henry",1818.0,1819.0,london,sydney,"Lavenu, Louis Henry",UK
14216,"Lavergne [La Vergne, Delavergne], Antoine-Barthélemy (de)",1670.0,1726.0,,paris,"Lavergne, Antoine-Barthélemy",Thailand
14217,"Lavigna, Vincenzo",1776.0,1836.0,altamura,milano,"Lavigna, Vincenzo",Italy
14223,"La Violette, Wesley",1894.0,1894.0,st,st,"La Violette, Wesley",USA
14225,"Lavrangas, Dionyssios",1860.0,1941.0,argostolion,razata,"Lavrangas, Dionyssios",Greece
14241,"Lavry, Marc",1903.0,1967.0,riga,haifa,"Lavry, Marc",Latvia
14243,"Lawes, William",1602.0,1645.0,salisbury,chester,"Lawes, William",USA
14246,"Lazar, Filip",1894.0,1936.0,craiova,paris,"Lazar, Filip",Romania
14247,"Lazare, Martin",1829.0,1897.0,bruxelles,bruxelles,"Lazare, Martin",Belgium
14249,"Lazarus, Daniel",1898.0,1964.0,paris,paris,"Lazarus, Daniel",France
14253,"Lazarus, Gustav",1861.0,1920.0,köln,berlin,"Lazarus, Gustav",Germany
14255,"Lazzari, Sylvio",1857.0,1944.0,bolzano,paris,"Lazzari, Sylvio",Italy
14260,"Leardini, Alessandro",,,urbino,,"Leardini, Alessandro",Italy
14265,"Leblanc, ?",1750.0,1827.0,,paris,"Leblanc, ?",Thailand
14287,"Leborne, Aimé(-Ambroise-Simon)",1797.0,1866.0,bruxelles,paris,"Leborne, Aimé",Belgium
14292,"Leborne, Fernand",1862.0,1929.0,charleroi,paris,"Leborne, Fernand",Belgium
14299,"Lebrun, Louis-Sébastien",1764.0,1829.0,paris,paris,"Lebrun, Louis-Sébastien",France
14314,"Lebrun, Paul Henri Joseph",1863.0,1920.0,ghent,louvain,"Lebrun, Paul Henri Joseph",Belgium
14315,"Leça, Armando Lopez",1893.0,1977.0,leça,vila,"Leça, Armando Lopez",Portugal
14317,"Leclair, Jean-Marie",,,,,"Leclair, Jean-Marie",Thailand
14319,"Lecocq [Lecoq], (Alexandre) Charles",1832.0,1918.0,paris,paris,"Lecocq, Charles",France
14372,"Lecuona, Ernesto",1896.0,1963.0,guanabacoa,santa,"Lecuona, Ernesto",Cuba
14376,"Lederer, Joseph [Anton]",1733.0,1796.0,ziemetshausen,ulm,"Lederer, Joseph",Germany
14377,"Leduc, Jacques",1932.0,1932.0,jette,jette,"Leduc, Jacques",Belgium
14378,"Lee, Dai-Keong",1915.0,1915.0,honolulu,honolulu,"Lee, Dai-Keong",USA
14384,"Lee, George Alexander",1802.0,1851.0,london,london,"Lee, George Alexander",UK
14386,"Lees [Lysniansky], Benjamin",1924.0,1924.0,harbin,harbin,"Lees, Benjamin",China
